sid,category,fault_type,scr,target_V_pu,iq,mse_d,mse_q,iq_post,mse_d_post,mse_q_post,post_delay,frt,connect,reactive,limit,recover,survive,recover_worst,Vdc_min,Vdc_max,V1_final_mean,V1_final_worst_signed
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.3,0.18,False,PASS,FAIL,PASS,FAIL,PASS,0.071878896,0.80424324,1.0889714,0.92913212,-0.071878896
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.3,0.25,False,PASS,FAIL,PASS,FAIL,PASS,0.072054169,0.81744325,1.0870844,0.92885251,-0.072054169
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.3,0.35,False,PASS,FAIL,PASS,FAIL,PASS,0.072047889,0.81744325,1.0851722,0.92868246,-0.072047889
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.3,0.45,False,PASS,FAIL,PASS,FAIL,PASS,0.071900951,0.81744325,1.0883502,0.92887955,-0.071900951
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.35,0.08,False,PASS,FAIL,PASS,PASS,PASS,0.068967752,0.78994004,1.1277409,0.93192326,-0.068967752
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.35,0.18,False,PASS,FAIL,PASS,PASS,PASS,0.068489048,0.81744325,1.1268123,0.93226083,-0.068489048
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.35,0.25,False,PASS,FAIL,PASS,PASS,PASS,0.068646203,0.81744325,1.1250382,0.93210931,-0.068646203
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.35,0.35,False,PASS,FAIL,PASS,PASS,PASS,0.068826314,0.81744325,1.1248455,0.93208058,-0.068826314
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.35,0.45,False,PASS,FAIL,PASS,PASS,PASS,0.068610621,0.81744325,1.1244002,0.93218925,-0.068610621
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.35,0.08,False,PASS,FAIL,PASS,FAIL,PASS,0.070033629,0.78148652,1.1075581,0.93070731,-0.070033629
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.35,0.18,False,PASS,FAIL,PASS,FAIL,PASS,0.070010379,0.81018403,1.110754,0.93086595,-0.070010379
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.35,0.25,False,PASS,FAIL,PASS,FAIL,PASS,0.070399641,0.81744325,1.1068115,0.9306283,-0.070399641
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.35,0.35,False,PASS,FAIL,PASS,FAIL,PASS,0.070368961,0.81744325,1.1032105,0.93052408,-0.070368961
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.35,0.45,False,PASS,FAIL,PASS,FAIL,PASS,0.070476983,0.81744325,1.101035,0.93063445,-0.070476983
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.35,0.08,False,PASS,FAIL,PASS,FAIL,PASS,0.071388196,0.77152271,1.0955368,0.92929765,-0.071388196
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.35,0.18,False,PASS,FAIL,PASS,FAIL,PASS,0.071375904,0.80284776,1.0910362,0.92954915,-0.071375904
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.35,0.25,False,PASS,FAIL,PASS,FAIL,PASS,0.071808995,0.81744325,1.0916792,0.92918356,-0.071808995
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.35,0.35,False,PASS,FAIL,PASS,FAIL,PASS,0.071735174,0.81744325,1.0910277,0.92922504,-0.071735174
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.35,0.45,False,PASS,FAIL,PASS,FAIL,PASS,0.071789331,0.81744325,1.0907505,0.9293159,-0.071789331
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.4,0.08,False,PASS,FAIL,PASS,PASS,PASS,0.069879383,0.78082902,1.1100551,0.93120808,-0.069879383
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.4,0.18,False,PASS,FAIL,PASS,PASS,PASS,0.069390273,0.80910197,1.106497,0.93129569,-0.069390273
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.4,0.25,False,PASS,FAIL,PASS,PASS,PASS,0.06977949,0.81744325,1.1051541,0.93106026,-0.06977949
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.4,0.35,False,PASS,FAIL,PASS,FAIL,PASS,0.07005186,0.81744325,1.1064868,0.93079421,-0.07005186
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.4,0.4,0.45,False,PASS,FAIL,PASS,PASS,PASS,0.069510022,0.81744325,1.1039387,0.93111613,-0.069510022
