t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.64,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.66,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.68,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.7,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.72,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.74,0.9796,0.0,-0.0056,0.0,0.0048,0.0101,0.9757,0.9796,asym,0
0.76,0.9778,0.0,0.0114,0.0,0.0345,-0.0427,0.9301,0.9778,normal,0
0.78,0.9779,0.0,0.0105,0.0,0.0289,-0.0093,0.9368,0.9779,normal,0
0.8,0.9779,0.0,0.0096,0.0,0.029,-0.0222,0.9341,0.9779,normal,0
0.82,0.9779,0.0,0.0101,0.0,0.0292,-0.0185,0.9344,0.9779,normal,0
0.84,0.9779,0.0,0.0099,0.0,0.0291,-0.0194,0.9343,0.9779,normal,0
0.86,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
0.88,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
0.9,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
0.92,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
0.94,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
0.96,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
0.98,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.0,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.02,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.04,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.06,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.08,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.1,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
1.12,0.9779,0.0,0.0099,0.0,0.0291,-0.0192,0.9343,0.9779,normal,0
