t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.7,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.72,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.74,0.9849,0.0,0.0094,0.0,0.0279,-0.0143,0.935,0.9849,normal,0
0.76,0.9836,0.0,0.0094,0.0,0.0285,-0.0214,0.9346,0.9836,normal,0
0.78,0.9837,0.0,0.0096,0.0,0.0285,-0.0191,0.9352,0.9837,normal,0
0.8,0.9837,0.0,0.0095,0.0,0.0285,-0.0197,0.9352,0.9837,normal,0
0.82,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.84,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.86,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.88,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.9,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.92,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.94,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.96,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
0.98,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.0,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.02,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.04,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.06,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.08,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.1,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
1.12,0.9837,0.0,0.0095,0.0,0.0285,-0.0196,0.9352,0.9837,normal,0
