t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.92,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
0.94,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
0.96,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
0.98,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.0,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.02,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.04,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.06,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.08,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.1,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
1.12,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
