t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
1.26,0.8808,0.0,0.0182,0.0288,0.0396,0.9133,0.8994,sym,0
1.28,0.884,0.0,0.0204,0.0239,0.0421,0.9004,0.9038,sym,0
1.3,0.8872,0.0,0.0176,0.0191,0.0396,0.9143,0.9059,sym,0
1.32,0.8901,0.0,0.0189,0.0149,0.0406,0.9062,0.9092,sym,0
1.34,0.8928,0.0,0.0171,0.0109,0.0397,0.9143,0.9114,sym,0
1.36,0.8952,0.0,0.0176,0.0072,0.04,0.9096,0.914,sym,0
1.38,0.8974,0.0,0.0165,0.0039,0.039,0.9156,0.9157,sym,0
1.4,0.8995,0.0,0.0167,0.0008,0.0393,0.9124,0.9179,sym,0
1.42,0.9014,0.0,0.016,0.0,0.0384,0.9168,0.9014,normal,0
1.44,0.9018,0.0,0.0164,0.0,0.0389,0.9142,0.9018,normal,0
1.46,0.9018,0.0,0.0161,0.0,0.0385,0.9166,0.9018,normal,0
1.48,0.9018,0.0,0.0163,0.0,0.0388,0.9148,0.9018,normal,0
1.5,0.9018,0.0,0.0161,0.0,0.0385,0.9164,0.9018,normal,0
1.52,0.9018,0.0,0.0163,0.0,0.0387,0.9151,0.9018,normal,0
1.54,0.9018,0.0,0.0161,0.0,0.0386,0.9163,0.9018,normal,0
1.56,0.9018,0.0,0.0163,0.0,0.0387,0.9153,0.9018,normal,0
1.58,0.9018,0.0,0.0162,0.0,0.0386,0.9162,0.9018,normal,0
1.6,0.9018,0.0,0.0163,0.0,0.0387,0.9154,0.9018,normal,0
1.62,0.9018,0.0,0.0162,0.0,0.0386,0.9162,0.9018,normal,0
1.64,0.9018,0.0,0.0163,0.0,0.0387,0.9154,0.9018,normal,0
1.66,0.9018,0.0,0.0162,0.0,0.0386,0.9161,0.9018,normal,0
1.68,0.9018,0.0,0.0162,0.0,0.0387,0.9155,0.9018,normal,0
1.7,0.9018,0.0,0.0162,0.0,0.0386,0.9161,0.9018,normal,0
1.72,0.9018,0.0,0.0162,0.0,0.0387,0.9155,0.9018,normal,0
1.74,0.9018,0.0,0.0162,0.0,0.0386,0.9161,0.9018,normal,0
1.76,0.9018,0.0,0.0162,0.0,0.0387,0.9156,0.9018,normal,0
1.78,0.9018,0.0,0.0162,0.0,0.0386,0.916,0.9018,normal,0
1.8,0.9018,0.0,0.0162,0.0,0.0387,0.9156,0.9018,normal,0
1.82,0.9018,0.0,0.0162,0.0,0.0386,0.916,0.9018,normal,0
