hpt_bus,fault_bus,fault_type,r_fault,Vp,Vn,gate,iq,iq_ref,se_d,se_q,vdc_eq,vdc_min,v_load,clipped,dur,connect,reactive,limit,recover,survive,frt_pass,flags
30,5,sym3ph,1.8,0.5279,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8591,0.8591,0.5279,1,0.625,1,1,1,1,1,1,
30,5,sym3ph,3.0,0.6,0.0,sym,0.27,0.3,-0.007,-0.1999,0.8641,0.8641,0.6,1,0.625,1,1,1,1,1,1,
30,5,sym3ph,6.0,0.7389,0.0,sym,0.27,0.2417,-0.0344,-0.1992,0.8712,0.8712,0.7389,1,0.625,1,1,1,1,1,1,
30,5,sym3ph,12.0,0.828,0.0,sym,0.2674,0.108,-0.013,-0.1958,0.8763,0.8763,0.828,0,0.625,1,0,1,1,1,0,
30,5,sym3ph,30.0,0.8889,0.0,sym,0.2337,0.0167,0.0192,-0.1839,0.8505,0.8505,0.8979,0,0.625,1,0,1,1,1,0,
30,6,sym3ph,0.3,0.1363,0.0,sym,0.27,0.3,0.0312,-0.1999,0.7687,0.7688,0.151,1,0.15,0,1,1,1,1,0,
30,6,sym3ph,0.6,0.2114,0.0,sym,0.27,0.3,0.0267,-0.1999,0.7774,0.7775,0.224,1,0.15,1,1,1,1,1,1,
30,6,sym3ph,1.0,0.2973,0.0,sym,0.27,0.3,0.0209,-0.1999,0.7884,0.7884,0.3071,1,0.3,1,1,1,1,1,1,
30,6,sym3ph,1.8,0.4248,0.0,sym,0.27,0.3,0.0103,-0.1999,0.8295,0.8295,0.4297,1,0.3,1,1,1,1,1,1,
30,6,sym3ph,3.0,0.5315,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8594,0.8594,0.5315,1,0.625,1,1,1,1,1,1,
30,6,sym3ph,6.0,0.6503,0.0,sym,0.27,0.3,-0.0145,-0.1998,0.8669,0.8669,0.6503,1,0.625,1,1,1,1,1,1,
30,6,sym3ph,12.0,0.7735,0.0,sym,0.27,0.1897,-0.031,-0.1989,0.8726,0.8726,0.7735,1,0.625,1,1,1,1,1,1,
30,6,sym3ph,30.0,0.8642,0.0,sym,0.2486,0.0537,0.0062,-0.1902,0.8701,0.8701,0.8671,0,0.625,1,0,1,1,1,0,
30,7,sym3ph,0.3,0.2494,0.0,sym,0.27,0.3,0.0248,-0.1999,0.7809,0.781,0.261,1,0.15,1,1,1,1,1,1,
30,7,sym3ph,0.6,0.2895,0.0,sym,0.27,0.3,0.0217,-0.1999,0.7869,0.7869,0.2997,1,0.15,1,1,1,1,1,1,
30,7,sym3ph,1.0,0.3467,0.0,sym,0.27,0.3,0.0167,-0.1999,0.8061,0.8061,0.3546,1,0.3,1,1,1,1,1,1,
30,7,sym3ph,1.8,0.4468,0.0,sym,0.27,0.3,0.0052,-0.1999,0.8418,0.8418,0.4493,1,0.3,1,1,1,1,1,1,
30,7,sym3ph,3.0,0.5387,0.0,sym,0.27,0.3,-0.0089,-0.1999,0.86,0.86,0.5387,1,0.625,1,1,1,1,1,1,
30,7,sym3ph,6.0,0.6499,0.0,sym,0.27,0.3,-0.0144,-0.1998,0.8669,0.8669,0.6499,1,0.625,1,1,1,1,1,1,
30,7,sym3ph,12.0,0.7725,0.0,sym,0.27,0.1913,-0.0312,-0.1989,0.8726,0.8726,0.7725,1,0.625,1,1,1,1,1,1,
30,7,sym3ph,30.0,0.8638,0.0,sym,0.2489,0.0543,0.006,-0.1903,0.8704,0.8704,0.8667,0,0.625,1,0,1,1,1,0,
30,8,sym3ph,0.3,0.5144,0.0,sym,0.27,0.3,-0.009,-0.1999,0.858,0.8581,0.5144,1,0.15,1,1,1,1,1,1,
30,8,sym3ph,0.6,0.5271,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8591,0.8591,0.5271,1,0.15,1,1,1,1,1,1,
30,8,sym3ph,1.0,0.5435,0.0,sym,0.27,0.3,-0.0088,-0.1999,0.8603,0.8603,0.5435,1,0.15,1,1,1,1,1,1,
30,8,sym3ph,1.8,0.5728,0.0,sym,0.27,0.3,-0.0075,-0.1999,0.8623,0.8623,0.5728,1,0.3,1,1,1,1,1,1,
30,8,sym3ph,3.0,0.6132,0.0,sym,0.27,0.3,-0.0079,-0.1998,0.8649,0.8649,0.6132,1,0.3,1,1,1,1,1,1,
30,8,sym3ph,6.0,0.706,0.0,sym,0.27,0.291,-0.0262,-0.1995,0.8696,0.8696,0.706,1,0.625,1,1,1,1,1,1,
30,8,sym3ph,12.0,0.7866,0.0,sym,0.27,0.1701,-0.0293,-0.1986,0.8733,0.8733,0.7866,1,0.625,1,1,1,1,1,1,
30,8,sym3ph,30.0,0.8662,0.0,sym,0.2474,0.0507,0.0073,-0.1897,0.8683,0.8683,0.8696,0,0.625,1,0,1,1,1,0,
30,9,sym3ph,0.3,0.5728,0.0,sym,0.27,0.3,-0.0075,-0.1999,0.8623,0.8624,0.5728,1,0.15,1,1,1,1,1,1,
30,9,sym3ph,0.6,0.5811,0.0,sym,0.27,0.3,-0.0071,-0.1999,0.8629,0.8629,0.5811,1,0.15,1,1,1,1,1,1,
30,9,sym3ph,1.0,0.5919,0.0,sym,0.27,0.3,-0.0069,-0.1999,0.8636,0.8636,0.5919,1,0.15,1,1,1,1,1,1,
30,9,sym3ph,1.8,0.6174,0.0,sym,0.27,0.3,-0.0085,-0.1998,0.8651,0.8651,0.6174,1,0.3,1,1,1,1,1,1,
30,9,sym3ph,3.0,0.659,0.0,sym,0.27,0.3,-0.0171,-0.1998,0.8673,0.8673,0.659,1,0.3,1,1,1,1,1,1,
30,9,sym3ph,6.0,0.7297,0.0,sym,0.27,0.2554,-0.0332,-0.1993,0.8708,0.8708,0.7297,1,0.3,1,1,1,1,1,1,
30,9,sym3ph,12.0,0.7946,0.0,sym,0.27,0.1581,-0.027,-0.1983,0.8737,0.8737,0.7946,1,0.625,1,1,1,1,1,1,
30,9,sym3ph,30.0,0.8676,0.0,sym,0.2464,0.0486,0.0082,-0.1894,0.867,0.867,0.8715,0,0.625,1,0,1,1,1,0,
30,10,sym3ph,0.3,0.6182,0.0,sym,0.27,0.3,-0.0086,-0.1998,0.8651,0.8652,0.6182,1,0.15,1,1,1,1,1,1,
30,10,sym3ph,0.6,0.6278,0.0,sym,0.27,0.3,-0.0099,-0.1998,0.8657,0.8657,0.6278,1,0.15,1,1,1,1,1,1,
30,10,sym3ph,1.0,0.6403,0.0,sym,0.27,0.3,-0.0118,-0.1998,0.8664,0.8664,0.6403,1,0.15,1,1,1,1,1,1,
30,10,sym3ph,1.8,0.6637,0.0,sym,0.27,0.3,-0.0183,-0.1998,0.8676,0.8676,0.6637,1,0.15,1,1,1,1,1,1,
30,10,sym3ph,3.0,0.6943,0.0,sym,0.27,0.3,-0.0243,-0.1996,0.8691,0.8691,0.6943,1,0.3,1,1,1,1,1,1,
30,10,sym3ph,6.0,0.7482,0.0,sym,0.27,0.2277,-0.0337,-0.1991,0.8716,0.8716,0.7482,1,0.3,1,1,1,1,1,1,
30,10,sym3ph,12.0,0.8047,0.0,sym,0.27,0.143,-0.0241,-0.1978,0.8743,0.8743,0.8047,1,0.625,1,0,1,1,1,0,
30,10,sym3ph,30.0,0.8691,0.0,sym,0.2455,0.0463,0.009,-0.189,0.8657,0.8657,0.8734,0,0.625,1,0,1,1,1,0,
30,11,sym3ph,0.3,0.6258,0.0,sym,0.27,0.3,-0.0097,-0.1998,0.8656,0.8656,0.6258,1,0.15,1,1,1,1,1,1,
30,11,sym3ph,0.6,0.6355,0.0,sym,0.27,0.3,-0.011,-0.1998,0.8661,0.8661,0.6355,1,0.15,1,1,1,1,1,1,
30,11,sym3ph,1.0,0.6475,0.0,sym,0.27,0.3,-0.0137,-0.1998,0.8667,0.8668,0.6475,1,0.15,1,1,1,1,1,1,
30,11,sym3ph,1.8,0.6699,0.0,sym,0.27,0.3,-0.02,-0.1997,0.8679,0.8679,0.6699,1,0.15,1,1,1,1,1,1,
30,11,sym3ph,3.0,0.6993,0.0,sym,0.27,0.3,-0.0245,-0.1996,0.8693,0.8693,0.6993,1,0.3,1,1,1,1,1,1,
30,11,sym3ph,6.0,0.7513,0.0,sym,0.27,0.223,-0.0333,-0.1991,0.8717,0.8717,0.7513,1,0.3,1,1,1,1,1,1,
30,11,sym3ph,12.0,0.8065,0.0,sym,0.27,0.1403,-0.0236,-0.1977,0.8744,0.8744,0.8065,1,0.625,1,0,1,1,1,0,
30,11,sym3ph,30.0,0.8694,0.0,sym,0.2453,0.0458,0.0092,-0.189,0.8655,0.8655,0.8738,0,0.625,1,0,1,1,1,0,
30,12,sym3ph,0.3,0.6406,0.0,sym,0.27,0.3,-0.0118,-0.1998,0.8664,0.8664,0.6406,1,0.15,1,1,1,1,1,1,
30,12,sym3ph,0.6,0.6493,0.0,sym,0.27,0.3,-0.0142,-0.1998,0.8668,0.8669,0.6493,1,0.15,1,1,1,1,1,1,
30,12,sym3ph,1.0,0.6604,0.0,sym,0.27,0.3,-0.0175,-0.1998,0.8674,0.8674,0.6604,1,0.15,1,1,1,1,1,1,
30,12,sym3ph,1.8,0.6812,0.0,sym,0.27,0.3,-0.0223,-0.1997,0.8684,0.8685,0.6812,1,0.15,1,1,1,1,1,1,
30,12,sym3ph,3.0,0.7081,0.0,sym,0.27,0.2878,-0.0268,-0.1995,0.8697,0.8697,0.7081,1,0.3,1,1,1,1,1,1,
30,12,sym3ph,6.0,0.757,0.0,sym,0.27,0.2146,-0.0326,-0.1991,0.8719,0.8719,0.757,1,0.3,1,1,1,1,1,1,
30,12,sym3ph,12.0,0.8096,0.0,sym,0.27,0.1355,-0.0226,-0.1975,0.8746,0.8746,0.8096,1,0.625,1,0,1,1,1,0,
30,12,sym3ph,30.0,0.87,0.0,sym,0.245,0.0449,0.0095,-0.1888,0.865,0.865,0.8745,0,0.625,1,0,1,1,1,0,
30,13,sym3ph,0.3,0.6962,0.0,sym,0.27,0.3,-0.0244,-0.1996,0.8692,0.8692,0.6962,1,0.15,1,1,1,1,1,1,
30,13,sym3ph,0.6,0.7022,0.0,sym,0.27,0.2967,-0.0251,-0.1996,0.8694,0.8695,0.7022,1,0.15,1,1,1,1,1,1,
30,13,sym3ph,1.0,0.7093,0.0,sym,0.27,0.286,-0.0272,-0.1995,0.8698,0.8698,0.7093,1,0.15,1,1,1,1,1,1,
30,13,sym3ph,1.8,0.7227,0.0,sym,0.27,0.266,-0.0314,-0.1993,0.8704,0.8705,0.7227,1,0.15,1,1,1,1,1,1,
30,13,sym3ph,3.0,0.7407,0.0,sym,0.27,0.239,-0.0343,-0.1992,0.8712,0.8712,0.7407,1,0.3,1,1,1,1,1,1,
30,13,sym3ph,6.0,0.7772,0.0,sym,0.27,0.1841,-0.0305,-0.1988,0.8728,0.8728,0.7772,1,0.3,1,1,1,1,1,1,
30,13,sym3ph,12.0,0.8207,0.0,sym,0.27,0.119,-0.0165,-0.1965,0.8754,0.8754,0.8207,1,0.625,1,0,1,1,1,0,
30,13,sym3ph,30.0,0.872,0.0,sym,0.2439,0.042,0.0105,-0.1883,0.8635,0.8635,0.8769,0,0.625,1,0,1,1,1,0,
30,14,sym3ph,0.3,0.7152,0.0,sym,0.27,0.2773,-0.0295,-0.1994,0.8701,0.8701,0.7152,1,0.15,1,1,1,1,1,1,
30,14,sym3ph,0.6,0.72,0.0,sym,0.27,0.27,-0.0308,-0.1994,0.8703,0.8703,0.72,1,0.15,1,1,1,1,1,1,
30,14,sym3ph,1.0,0.7258,0.0,sym,0.27,0.2613,-0.0322,-0.1993,0.8706,0.8706,0.7258,1,0.15,1,1,1,1,1,1,
30,14,sym3ph,1.8,0.7369,0.0,sym,0.27,0.2447,-0.0345,-0.1992,0.8711,0.8711,0.7369,1,0.15,1,1,1,1,1,1,
30,14,sym3ph,3.0,0.752,0.0,sym,0.27,0.222,-0.0332,-0.1991,0.8717,0.8717,0.752,1,0.3,1,1,1,1,1,1,
30,14,sym3ph,6.0,0.7843,0.0,sym,0.27,0.1736,-0.0298,-0.1986,0.8731,0.8731,0.7843,1,0.3,1,1,1,1,1,1,
30,14,sym3ph,12.0,0.8244,0.0,sym,0.2689,0.1135,-0.0147,-0.1961,0.8758,0.8758,0.8244,0,0.625,1,0,1,1,1,0,
30,14,sym3ph,30.0,0.8726,0.0,sym,0.2435,0.0411,0.0108,-0.1882,0.863,0.863,0.8777,0,0.625,1,0,1,1,1,0,
30,15,sym3ph,0.3,0.7296,0.0,sym,0.27,0.2556,-0.0332,-0.1993,0.8708,0.8708,0.7296,1,0.15,1,1,1,1,1,1,
30,15,sym3ph,0.6,0.7339,0.0,sym,0.27,0.2491,-0.0343,-0.1992,0.871,0.871,0.7339,1,0.15,1,1,1,1,1,1,
30,15,sym3ph,1.0,0.7389,0.0,sym,0.27,0.2416,-0.0344,-0.1992,0.8712,0.8712,0.7389,1,0.15,1,1,1,1,1,1,
30,15,sym3ph,1.8,0.7485,0.0,sym,0.27,0.2273,-0.0337,-0.1991,0.8716,0.8716,0.7485,1,0.15,1,1,1,1,1,1,
30,15,sym3ph,3.0,0.762,0.0,sym,0.27,0.207,-0.032,-0.199,0.8721,0.8721,0.762,1,0.3,1,1,1,1,1,1,
30,15,sym3ph,6.0,0.7907,0.0,sym,0.27,0.164,-0.0281,-0.1984,0.8735,0.8735,0.7907,1,0.3,1,1,1,1,1,1,
30,15,sym3ph,12.0,0.8277,0.0,sym,0.2675,0.1084,-0.0131,-0.1958,0.8762,0.8762,0.8277,0,0.3,1,0,1,1,1,0,
30,15,sym3ph,30.0,0.8733,0.0,sym,0.2431,0.04,0.0112,-0.188,0.8624,0.8624,0.8786,0,0.625,1,0,1,1,1,0,
30,16,sym3ph,0.3,0.7441,0.0,sym,0.27,0.2339,-0.0342,-0.1992,0.8714,0.8714,0.7441,1,0.15,1,1,1,1,1,1,
30,16,sym3ph,0.6,0.7479,0.0,sym,0.27,0.2282,-0.0338,-0.1991,0.8715,0.8716,0.7479,1,0.15,1,1,1,1,1,1,
30,16,sym3ph,1.0,0.7522,0.0,sym,0.27,0.2217,-0.0332,-0.1991,0.8717,0.8718,0.7522,1,0.15,1,1,1,1,1,1,
30,16,sym3ph,1.8,0.7606,0.0,sym,0.27,0.2091,-0.0321,-0.1991,0.8721,0.8721,0.7606,1,0.15,1,1,1,1,1,1,
30,16,sym3ph,3.0,0.7727,0.0,sym,0.27,0.1909,-0.0311,-0.1989,0.8726,0.8726,0.7727,1,0.15,1,1,1,1,1,1,
30,16,sym3ph,6.0,0.7978,0.0,sym,0.27,0.1533,-0.0261,-0.1981,0.8739,0.8739,0.7978,1,0.3,1,1,1,1,1,1,
30,16,sym3ph,12.0,0.8313,0.0,sym,0.2658,0.103,-0.0115,-0.1955,0.8767,0.8767,0.8313,0,0.3,1,0,1,1,1,0,
30,16,sym3ph,30.0,0.8743,0.0,sym,0.2425,0.0386,0.0117,-0.1877,0.8617,0.8617,0.8798,0,0.625,1,0,1,1,1,0,
30,17,sym3ph,0.3,0.7719,0.0,sym,0.27,0.1922,-0.0313,-0.1989,0.8726,0.8726,0.7719,1,0.15,1,1,1,1,1,1,
30,17,sym3ph,0.6,0.7743,0.0,sym,0.27,0.1886,-0.0309,-0.1989,0.8727,0.8727,0.7743,1,0.15,1,1,1,1,1,1,
30,17,sym3ph,1.0,0.7774,0.0,sym,0.27,0.1839,-0.0305,-0.1988,0.8728,0.8728,0.7774,1,0.15,1,1,1,1,1,1,
30,17,sym3ph,1.8,0.7835,0.0,sym,0.27,0.1747,-0.0299,-0.1987,0.8731,0.8731,0.7835,1,0.15,1,1,1,1,1,1,
30,17,sym3ph,3.0,0.7919,0.0,sym,0.27,0.1621,-0.0278,-0.1984,0.8735,0.8736,0.7919,1,0.15,1,1,1,1,1,1,
30,17,sym3ph,6.0,0.8104,0.0,sym,0.27,0.1345,-0.0223,-0.1974,0.8746,0.8746,0.8104,1,0.3,1,0,1,1,1,0,
30,17,sym3ph,12.0,0.8373,0.0,sym,0.263,0.094,-0.0087,-0.1947,0.8775,0.8775,0.8373,0,0.3,1,0,1,1,1,0,
30,17,sym3ph,30.0,0.8757,0.0,sym,0.2416,0.0364,0.0124,-0.1873,0.8606,0.8606,0.8816,0,0.625,1,0,1,1,1,0,
30,18,sym3ph,0.3,0.7816,0.0,sym,0.27,0.1775,-0.0301,-0.1987,0.873,0.873,0.7816,1,0.15,1,1,1,1,1,1,
30,18,sym3ph,0.6,0.7838,0.0,sym,0.27,0.1744,-0.0298,-0.1987,0.8731,0.8731,0.7838,1,0.15,1,1,1,1,1,1,
30,18,sym3ph,1.0,0.7865,0.0,sym,0.27,0.1703,-0.0294,-0.1986,0.8733,0.8733,0.7865,1,0.15,1,1,1,1,1,1,
30,18,sym3ph,1.8,0.7917,0.0,sym,0.27,0.1625,-0.0279,-0.1984,0.8735,0.8736,0.7917,1,0.15,1,1,1,1,1,1,
30,18,sym3ph,3.0,0.7991,0.0,sym,0.27,0.1513,-0.0257,-0.1981,0.8739,0.874,0.7991,1,0.15,1,1,1,1,1,1,
30,18,sym3ph,6.0,0.8156,0.0,sym,0.27,0.1266,-0.0192,-0.197,0.875,0.875,0.8156,1,0.3,1,0,1,1,1,0,
30,18,sym3ph,12.0,0.8402,0.0,sym,0.2617,0.0897,-0.0075,-0.1943,0.8779,0.8779,0.8402,0,0.3,1,0,1,1,1,0,
30,18,sym3ph,30.0,0.8766,0.0,sym,0.2411,0.035,0.0129,-0.1871,0.8599,0.8599,0.8827,0,0.625,1,0,1,1,1,0,
30,19,sym3ph,0.3,0.7441,0.0,sym,0.27,0.2339,-0.0342,-0.1992,0.8714,0.8714,0.7441,1,0.625,1,1,1,1,1,1,
30,19,sym3ph,0.6,0.81,0.0,sym,0.27,0.135,-0.0225,-0.1975,0.8746,0.8746,0.81,1,0.625,1,0,1,1,1,0,
30,19,sym3ph,1.0,0.8502,0.0,sym,0.2569,0.0747,-0.002,-0.1928,0.8794,0.8794,0.8502,0,0.625,1,0,1,1,1,0,
30,19,sym3ph,1.8,0.8833,0.0,sym,0.2369,0.025,0.0164,-0.1852,0.8548,0.8548,0.891,0,0.625,1,0,1,1,1,0,
30,19,sym3ph,3.0,0.901,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9312,0.9312,0.901,0,0.625,1,1,1,1,1,1,
30,19,sym3ph,6.0,0.9151,0.0,normal,0.013,0.0,0.0293,-0.024,0.9311,0.9311,0.9151,0,0.625,1,1,1,1,1,1,
30,19,sym3ph,12.0,0.923,0.0,normal,0.0129,0.0,0.0291,-0.0229,0.9321,0.9321,0.923,0,0.625,1,1,1,1,1,1,
30,19,sym3ph,30.0,0.9279,0.0,normal,0.0129,0.0,0.0288,-0.0219,0.9332,0.9332,0.9279,0,0.625,1,1,1,1,1,1,
30,20,sym3ph,0.3,0.8909,0.0,sym,0.2325,0.0136,0.0203,-0.1834,0.8489,0.849,0.9004,0,0.15,1,0,1,1,1,0,
30,20,sym3ph,0.6,0.8942,0.0,sym,0.2306,0.0086,0.0218,-0.1825,0.8466,0.8466,0.9045,0,0.3,1,0,1,1,1,0,
30,20,sym3ph,1.0,0.8983,0.0,sym,0.2283,0.0026,0.0237,-0.1814,0.8439,0.8439,0.9094,0,0.3,1,0,1,1,1,0,
30,20,sym3ph,1.8,0.9026,0.0,normal,0.0135,0.0,0.0292,-0.0244,0.9311,0.9311,0.9026,0,0.3,1,1,1,1,1,1,
30,20,sym3ph,3.0,0.9092,0.0,normal,0.0132,0.0,0.0293,-0.0246,0.9308,0.9308,0.9092,0,0.625,1,1,1,1,1,1,
30,20,sym3ph,6.0,0.9176,0.0,normal,0.013,0.0,0.0293,-0.0237,0.9314,0.9314,0.9176,0,0.625,1,1,1,1,1,1,
30,20,sym3ph,12.0,0.9237,0.0,normal,0.0129,0.0,0.0291,-0.0227,0.9323,0.9323,0.9237,0,0.625,1,1,1,1,1,1,
30,20,sym3ph,30.0,0.928,0.0,normal,0.0129,0.0,0.0288,-0.0218,0.9332,0.9332,0.928,0,0.625,1,1,1,1,1,1,
30,21,sym3ph,0.3,0.8994,0.0,sym,0.2276,0.0009,0.0242,-0.1811,0.8432,0.8432,0.9108,0,0.15,1,0,1,1,1,0,
30,21,sym3ph,0.6,0.9007,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9312,0.9313,0.9007,0,0.15,1,1,1,1,1,1,
30,21,sym3ph,1.0,0.9018,0.0,normal,0.0135,0.0,0.0292,-0.0243,0.9312,0.9312,0.9018,0,0.3,1,1,1,1,1,1,
30,21,sym3ph,1.8,0.9062,0.0,normal,0.0133,0.0,0.0293,-0.0246,0.9309,0.9309,0.9062,0,0.3,1,1,1,1,1,1,
30,21,sym3ph,3.0,0.9112,0.0,normal,0.0131,0.0,0.0294,-0.0245,0.9308,0.9308,0.9112,0,0.625,1,1,1,1,1,1,
30,21,sym3ph,6.0,0.9183,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9183,0,0.625,1,1,1,1,1,1,
30,21,sym3ph,12.0,0.9238,0.0,normal,0.0129,0.0,0.0291,-0.0227,0.9323,0.9323,0.9238,0,0.625,1,1,1,1,1,1,
30,21,sym3ph,30.0,0.928,0.0,normal,0.0129,0.0,0.0288,-0.0218,0.9332,0.9332,0.928,0,0.625,1,1,1,1,1,1,
30,22,sym3ph,0.3,0.9066,0.0,normal,0.0133,0.0,0.0293,-0.0246,0.9308,0.9309,0.9066,0,0.15,1,1,1,1,1,1,
30,22,sym3ph,0.6,0.9075,0.0,normal,0.0133,0.0,0.0293,-0.0246,0.9308,0.9308,0.9075,0,0.15,1,1,1,1,1,1,
30,22,sym3ph,1.0,0.9088,0.0,normal,0.0132,0.0,0.0293,-0.0246,0.9308,0.9308,0.9088,0,0.3,1,1,1,1,1,1,
30,22,sym3ph,1.8,0.9112,0.0,normal,0.0131,0.0,0.0294,-0.0245,0.9308,0.9308,0.9112,0,0.3,1,1,1,1,1,1,
30,22,sym3ph,3.0,0.9143,0.0,normal,0.0131,0.0,0.0293,-0.0241,0.9311,0.9311,0.9143,0,0.3,1,1,1,1,1,1,
30,22,sym3ph,6.0,0.9194,0.0,normal,0.013,0.0,0.0292,-0.0234,0.9316,0.9316,0.9194,0,0.625,1,1,1,1,1,1,
30,22,sym3ph,12.0,0.9241,0.0,normal,0.0129,0.0,0.0291,-0.0226,0.9324,0.9324,0.9241,0,0.625,1,1,1,1,1,1,
30,22,sym3ph,30.0,0.9281,0.0,normal,0.0129,0.0,0.0288,-0.0218,0.9332,0.9332,0.9281,0,0.625,1,1,1,1,1,1,
30,23,sym3ph,0.3,0.5227,0.0,sym,0.27,0.3,-0.0091,-0.1999,0.8587,0.8587,0.5227,1,0.3,1,1,1,1,1,1,
30,23,sym3ph,1.0,0.6086,0.0,sym,0.27,0.3,-0.0071,-0.1998,0.8646,0.8646,0.6086,1,0.3,1,1,1,1,1,1,
30,23,sym3ph,1.8,0.7002,0.0,sym,0.27,0.2996,-0.0246,-0.1996,0.8693,0.8693,0.7002,1,0.625,1,1,1,1,1,1,
30,23,sym3ph,3.0,0.7719,0.0,sym,0.27,0.1921,-0.0313,-0.1989,0.8726,0.8726,0.7719,1,0.625,1,1,1,1,1,1,
30,23,sym3ph,6.0,0.8426,0.0,sym,0.2606,0.086,-0.0064,-0.194,0.8783,0.8783,0.8426,0,0.625,1,0,1,1,1,0,
30,23,sym3ph,12.0,0.885,0.0,sym,0.2359,0.0225,0.0173,-0.1848,0.8535,0.8535,0.8931,0,0.625,1,0,1,1,1,0,
30,23,sym3ph,30.0,0.911,0.0,normal,0.0131,0.0,0.0294,-0.0245,0.9308,0.9308,0.911,0,0.625,1,1,1,1,1,1,
30,24,sym3ph,0.3,0.6637,0.0,sym,0.27,0.3,-0.0183,-0.1998,0.8676,0.8676,0.6637,1,0.15,1,1,1,1,1,1,
30,24,sym3ph,0.6,0.689,0.0,sym,0.27,0.3,-0.0238,-0.1997,0.8688,0.8688,0.689,1,0.3,1,1,1,1,1,1,
30,24,sym3ph,1.0,0.7178,0.0,sym,0.27,0.2734,-0.0302,-0.1994,0.8702,0.8702,0.7178,1,0.3,1,1,1,1,1,1,
30,24,sym3ph,1.8,0.7611,0.0,sym,0.27,0.2083,-0.0321,-0.199,0.8721,0.8721,0.7611,1,0.3,1,1,1,1,1,1,
30,24,sym3ph,3.0,0.8012,0.0,sym,0.27,0.1482,-0.0251,-0.198,0.8741,0.8741,0.8012,1,0.625,1,0,1,1,1,0,
30,24,sym3ph,6.0,0.8513,0.0,sym,0.2564,0.0731,-0.0014,-0.1926,0.8796,0.8796,0.8513,0,0.625,1,0,1,1,1,0,
30,24,sym3ph,12.0,0.8873,0.0,sym,0.2345,0.019,0.0185,-0.1842,0.8517,0.8517,0.896,0,0.625,1,0,1,1,1,0,
30,24,sym3ph,30.0,0.9114,0.0,normal,0.0131,0.0,0.0294,-0.0245,0.9308,0.9308,0.9114,0,0.625,1,1,1,1,1,1,
30,25,sym3ph,0.3,0.7492,0.0,sym,0.27,0.2263,-0.0336,-0.1991,0.8716,0.8716,0.7492,1,0.15,1,1,1,1,1,1,
30,25,sym3ph,0.6,0.7607,0.0,sym,0.27,0.2089,-0.0321,-0.1991,0.8721,0.8721,0.7607,1,0.15,1,1,1,1,1,1,
30,25,sym3ph,1.0,0.7748,0.0,sym,0.27,0.1878,-0.0308,-0.1988,0.8727,0.8727,0.7748,1,0.3,1,1,1,1,1,1,
30,25,sym3ph,1.8,0.7979,0.0,sym,0.27,0.1531,-0.0261,-0.1981,0.8739,0.8739,0.7979,1,0.3,1,1,1,1,1,1,
30,25,sym3ph,3.0,0.8232,0.0,sym,0.2694,0.1153,-0.0153,-0.1962,0.8757,0.8757,0.8232,0,0.3,1,0,1,1,1,0,
30,25,sym3ph,6.0,0.8591,0.0,sym,0.2518,0.0613,0.0034,-0.1912,0.8744,0.8744,0.8608,0,0.625,1,0,1,1,1,0,
30,25,sym3ph,12.0,0.8896,0.0,sym,0.2333,0.0156,0.0196,-0.1837,0.8499,0.8499,0.8988,0,0.625,1,0,1,1,1,0,
30,25,sym3ph,30.0,0.9118,0.0,normal,0.0131,0.0,0.0294,-0.0245,0.9308,0.9308,0.9118,0,0.625,1,1,1,1,1,1,
30,26,sym3ph,0.3,0.1277,0.0,sym,0.27,0.3,0.0325,-0.1999,0.7664,0.7664,0.143,1,0.15,0,1,1,1,1,0,
30,26,sym3ph,0.6,0.198,0.0,sym,0.27,0.3,0.0273,-0.1999,0.7761,0.7762,0.2109,1,0.15,1,1,1,1,1,1,
30,26,sym3ph,1.0,0.2798,0.0,sym,0.27,0.3,0.0227,-0.1999,0.785,0.785,0.2905,1,0.3,1,1,1,1,1,1,
30,26,sym3ph,1.8,0.404,0.0,sym,0.27,0.3,0.0121,-0.1999,0.8235,0.8235,0.4097,1,0.3,1,1,1,1,1,1,
30,26,sym3ph,3.0,0.5155,0.0,sym,0.27,0.3,-0.009,-0.1999,0.8581,0.8581,0.5155,1,0.625,1,1,1,1,1,1,
30,26,sym3ph,6.0,0.6324,0.0,sym,0.27,0.3,-0.0105,-0.1998,0.8659,0.8659,0.6324,1,0.625,1,1,1,1,1,1,
30,26,sym3ph,12.0,0.7615,0.0,sym,0.27,0.2077,-0.032,-0.199,0.8721,0.8721,0.7615,1,0.625,1,1,1,1,1,1,
30,26,sym3ph,30.0,0.8584,0.0,sym,0.2523,0.0623,0.003,-0.1914,0.8751,0.8751,0.8599,0,0.625,1,0,1,1,1,0,
30,27,sym3ph,0.3,0.1178,0.0,sym,0.27,0.3,0.0337,-0.1999,0.764,0.764,0.1336,1,0.15,0,1,1,1,1,0,
30,27,sym3ph,0.6,0.1821,0.0,sym,0.27,0.3,0.0281,-0.1999,0.7746,0.7747,0.1954,1,0.15,0,1,1,1,1,0,
